orginal,translation
靑篛笠 綠簑衣로 漁父아 가노나니,삿갓 쓰고 우장 입고 어부 따라 가노라니
姑蘇臺 어듸메요 臨臯亭이 여긔로다,고소대는 어디인고 임고정이 여기구나
黃精圃 구버보니 學心堂이 거긔런가,황정포를 굽어보니 학심당은 거기던가
窈窕庵 자랴고 碧落洞 들어가니,요조암을 찾으려고 벽락동에 들어가니
春夢婆은 간업고 塵外亭만 셧난고야,봄꿈 노파 간 곳 없고 진외정만 서있구나
孤舟을 解纜ꢁ여 中流의 워니,외로운 배 풀어놓고 물 가운데 띄워 내니
江우의 난白鷗 鶴가치 오난고야,강 위에 나는 백구 학처럼 오는구나
뭇노라 져白鷗야 天地間의 壯ꢀ긔별,묻노라 저 백구야 천지간에 장한 기별
英雄蹤跡 야고 星稀月明 발보니,영웅 종적 찾으려고 별과 달을 바라보니
浮雲가탄 三國일력 더옥닐너 무니,부운 같은 삼국 일들 더욱 말해 무엇하리
滿江舳艫 간업고 撗槊賦詩 나마닛,강에 뜬 배 간 곳 없고 읊은 시만 남아있네
寂〃ꢀ 武昌비의 烏鵲만 지〃괸다,쓸쓸한 무창 비에 오작만 지저귄다
烏林腥塵 시치야고 謫下文章 긔뉘런가,비린내를 씻으려고 글 쓴 적선 누구인고
前後賦 써어졔 水調歌 불너ꢁ니,전후〈적벽부〉를 써서낼 제 수조가로 불러보니
忠誠은 카니와 辭意도 간졀라,충성은 물론이요 글 뜻도 간절하다
엇지ꢁ야 畏口ꢀ고 不畏文字 불법다,어찌하여 꺼리는고 글 지음이 부럽구나
長公은 어가고 東山月만 걸여고야,소동파는 어디 가고 동산 달만 걸렸는가
二客의 부洞簫 嫠婦만 우돗가,두 손님이 부는 통소에 과부만이 울었던가
千年往蹟 뭇노나니 긔아니 슬를숀야,천년 행적 묻고 보니 그 아니 슬플쏘냐
간로 를노와 滄浪江 들리달라,가는 대로 배를 띄워 창랑강에 빨리 들어
淸流의 을싯고 濁流의 를씻쳐,맑은 물에 갓끈 씻고 흐린 물에 발을 씻어
太守臺 고쳐올나 孺子歌 불르오니,태수대 다시 올라 유자가孺子歌를 불러보니
물결은 난 心神도 漠然ꢁ다,물결은 잔잔한데 심신은 막연하다
滄翁亭 가난길로 石程의 倦步ꢁ여,창옹정 가는 길로 돌길을 더디 걸어
松林을 혜텨가니 죠흘시고 뎌精榭,송림을 헤쳐가니 깨끗하다 저 정사는
거동도 그지업고 景物도 ꢁ도샤,거동도 그지없고 경물도 풍성하다
輞川의 別業인달 여와엇지 건됼숀가,망천의 별장인들 이와 어찌 견줄 건가
죠흠도 됴흘씨고 前後의 두른翠屛,깨끗하고 좋을시고 앞뒤로 두른 병풍
天孫의 雲錦紋을 뉘나셔 가자다가,천손이 짜낸 비단 누가 나서 가져다가
구구 베혀여 八疊雲屛 가난고,굽이굽이 베어내어 팔 첩 병풍 만드는가
눈아 혜친景을 歷〃히 혜여고져,눈앞에 펼친 경치 역력히 헤아리고자
엇던고 다시보니 天公의 호로다,어떤가 다시 보니 조물주의 호사로다
일어 됴흔世界 남도 뵈오고져,이러틋 좋은 세계 남에게도 보이고자
奚囊을 퍼혀여 到處景 써어너니,시 주머니 펼쳐놓고 여러 경치 써서 넣니
一部山川 아닐런가 지록 호롭다,일부 산천 아닌가 갈수록 호사롭다
望月의 집픈골착 樵童불너 길을물어,보름달에 깊은 골짝 초동 불러 길을 묻고
鱉山은 외로두고 夕陽의 집의듸니,오산은 멀리 두고 석양에 집에 드니
庭花은 向笑ꢁ고 廳鳥른 解嘲ꢀ다,정원의 꽃 웃어 대고 집안의 새 지저귄다
山窓을 비겨시니 怊悵도 怊悵ꢁ다,산가의 창 비겼으니 아쉽고도 섭섭하다
邅變ꢀ 뎌曆數은 涒灘이 重回로다,굴러 변한 저 역수는 다시 오는 갑신 해라
嗚乎라 小大輿情 風泉悲感 아닐숀가,오호라 정겨운 일 풍천 비감 아니던가
我東偏壤 저긘封疆 僅存遺物 무셔신고,동쪽의 적은 땅에 남은 유물 무엇인고
廣袖麗帶 죠흰거동 皇明舊制 긔아닌가,광수廣袖여대麗帶 좋은 거동 옛 제도가 아니던가
이졔와 려두니 羅麗陋俗 어이가,이제와 보려하니 나려羅麗 풍속 어이할까
燦然ꢀ 先王法服 어가 볼숀가,찬연한 선왕 법복 어디 가서 볼 것인고
雙明律 갈마두고 憫農詩 외오고져,대명률 간직하고 민농시를 부르고저
어셔 부난狂飄 瑞石의 난구름,어디서 부는 광풍 서석에 뜨는 구름
一時의 거더가니 太古顔面 긔아닌가,일시에 거둬가니 태고 모습 그 아닌가
分明ꢁ다 뎌瑞石아 긔아니 불벌숀야,분명하다 저 서석아 그 아니 부러운가
말업고 是非업시 啞昔聾今 ꢁ여닛다,말도 없고 시비 없이 예부터 농아 됐네
나도엇지 너와갓치 脫屣今世 ꢁ여셔라,나도 어찌 너와 같이 금세 영욕 벗었도다
뎌긔가난 뎌老農아 이農謳 펴듯쇼,저기 가는 저 노농老農아 이내 농가農歌 살펴 듣소
國家의 밋난근본 우리黎民 긔아니며,나라의 믿는 근본 우리 백성 그 아니며
우리黎民 밋난근본 이農務 아릴숀야,우리 백성 믿는 근본 이내 농사 아니겠나
크거나 뎌큰事業 天下大本 이이라,크고도 저 큰 사업 천하 대본 이뿐이라
稷降播谷 됴흰져씨 徂隰徂畛 地理퍼,밭이랑에 좋은 씨앗 일궈 묵힐 자리 살펴
破塊燒菑 이暮春의 不違其峕 先務로다,농사 준비 이 모춘에 때 지키기 급선무라
粒我烝民 우리聖主 南郊의 親耕졔,백성 살릴 우리 성군 남쪽 교외 경작하니
六曹役官 農夫도여 載芟載柞 ꢀ올져긔,나라의 벼슬아치도 농부 되어 풀 베고 벌목할 적
井田法 고쳐두고 豳風詩 외오난다,정전법井田法을 다시 보며 옛 빈풍시豳風詩 외는구나
六府三事 允治ꢀ니 万世永賴 이공이라,육부삼사六府三事 다스리니 만세토록 이 공이라
子貢의 문난졍샤 宣尼말 足食이라,자공子貢의 묻는 정사 공자 말씀 족식足食이라
于嗟옵다 뎌保介야 不可綏也 民事로다,슬프도다 저 보개保介야 불안함은 민사로다
農家의 克敏ꢁ릴 旣항迺事 ꢀ자서라,농가에 힘써 할 일 준비하여 시작하세
火耕水耨 모든百姓 疏通溝塍 흼써ꢀ니,농사짓는 모든 백성 밭둑 소통 힘써하니
南畝의 迎暘ꢀ여 荒穢를 理去ꢀ고,남쪽 밭에 해맞이요 더러움을 다 없애고
旣庭旣碩 ꢀ온후의 不稂不莠 ꢀ여서라,곧고 크게 길러낸 뒤 잡초 없이 여물게 하세
厭〃ꢁ 뎌碩苗를 긔엇지 헐후가,무성한 저 묘목을 그 어찌 가벼이 하랴
提鋤ꢀ잔 모든의논 辛苦타 말치마쇼,일 하자는 모든 의논 괴롭다고 말을 마오
이公田 오읠고 이네私田 릴ꢀ,이내 공전公田 오늘 매고 이내 사전私田 내일 하세
언듯野日 當午ꢀ니 汗翻獎 괼로말쇼,들일 언뜻 낮이 되니 초장된다 괴로워 마소
이귀뎌귀 빈듸업시 第一大關 討草로다,여기저기 빈 곳 없이 제일 큰일 잡초 토벌
今日곳 奪時ꢀ면 周箱魏箘 어볼고,오늘 곧 때 놓치면 주상 위균周箱魏菌 어디서 볼꼬
竭力勸耕 슬어말쇼 一家之風 淳厚터라,힘써 권농 싫어 마오 집안 풍속 순후터라
麥飯藜羹 이午饁 鼓腹歌로 擊壤ꢁ다,밥과 국 들 점심에 태평성대 노래로다
슐이야 ꢀ건마난 無巡이 亂酌가,술이야 많건마는 난잡하게 오고가랴
田家의 困苦ꢁ릴 稼穡艱難 몰올숀야,전가의 괴로운 일 농사 간난 모를 쏘냐
撙儉節用 친聖訓 우리邦家 先政이라,절약 검용 끼친 성훈聖訓 우리나라 선조 정치
뭇노나 東方貢稅 三代와 엇더ꢁ고,묻노라 나라 조세 하·은·주와 어떠한고
五十而貢 七十助은 夏殷의 遺法이요,공법貢法조법助法 조세제는 하·은 때에 까친 법이라
百畝之徹 周人政은 什一之稅 긔아닌가,주 나라 철법徹法은 십일지세什一之稅 그 아닌가
일어탓 친定制 列聖朝의 을바다,이렇듯 끼친 제도 역대 성조 본을 받아
薄斂輕賦 ꢀ오실졔 富而其鄰 됴흴시고,가볍게 부과함은 이웃까지 좋을시고
엇디타 少人用事 肥瘠高下 못正ꢀ니,어찌하여 권세부려 세금 고하 못 정하니
稅外加稅 무릴고 用又讐斂 어니가,더할 세금 무슨 일인고 가렴苛斂은 어이 할꼬
小東大西 어요 抒抽其空 今日이라,여러 나라 어디인고 길쌈 허탕 오늘이라
二月新絲 몬져팔고 五月新谷 다시니,봄엔 새 실 먼저 팔고 여름 곡식 다시 내니
重嚴ꢀ다 뎌貢賦를 엇디아이 둘려가,중엄하다 저 조세를 어찌 아니 두려울까
어와 農夫덜아 失農곳 ꢀ여두면,아 아 농부들아 실농 곧 하게 되면
이重稅 어이고 勤勞타 양말쇼,이내 중세重稅 어이 할꼬 번거롭다 사양 마오
이니 져이예 섯거섯난 뎌惡草를,이 사이 저 사이에 섞어 핀 저 악초를
엇디ꢀ야 容舒가 一切이 去根ꢀ,어찌하여 용서할까 모든 뿌리 제거하세
못졔ꢀ면 어이리 宋人揠苗 이탓시라,제거 못하면 어이 하리 송인 알묘宋人揠苗 이 때문이라
傷苗도 여이와 種下生種 苛政이라,상한 새싹 물론이요 종하 종생種下種生 가정苛政이라
今年의 못다ꢀ면 明年鋤草 뉘나가,금년에 못 다하면 명년 제초 누가 할꼬
苗而不秀 〃不實은 이풀시 긔아닌가,새싹 패도 안 여무니 악초의 탓 그 아닌가
若苗之 有莨莠른 奸臣과 엇더ꢀ며,묘苗 논에 있는 낭유莨莠 간신과 어떠하며
如粟之 有糠秕은 玁狁과 엇더ꢁ고,조 밭에 있는 강비糠粃 오랑캐와 어떠한고
風雨뒤의 뎌蝗虫은 群賊갓치 나고야,풍우 뒤에 저 누리는 도적 떼처럼 생기는구나
孑〃ꢁ 뎌嘉禾른 君子갓치 困苦ꢁ고,빼어난 저 대화大禾는 군자처럼 곤고困苦하다
이野人 아일랴면 우리君子 긜울숀야,이내 농부 아니라면 우리 군자 기를쏜가
ꢀ자서랴 이農本 더옥비 ꢀ자서라,하자구나 이내 농사 더욱 바삐 하자구나
輸貢도 ꢀ연이와 輔賢인달 아일숀가,세금도 내려니와 현인 보필 않을 쏜가
黜少人 陟君子른 王家의 政이요,소인 쫓고 군자 등용 왕실의 큰 정치라
除惡草 培嘉禾은 田家의 急務로다,악초 제거 좋은 벼 재배 전가의 급무로다
어와 뎌農夫아 고처흼써 ꢀ자서라,아 아 저 농부야 다시 힘써 하자구나
無무等등山산 一일枝지脉맥이 孝효子자峰봉이 되야셔라,무등산 한 갈래 맥이 효자봉孝子峰이 되었구나
그아래 뉘집인고 山산陰음洞동이 村촌名명이다,그 아래는 누구 집인고 산음동은 촌명村名이라
峰봉巒만은 秀수麗려하고 泉천石석도 淨정潔결하야,산봉우리 수려하고 천석도 정결淨潔하여
人인傑걸 鍾종生생하니 地지靈령의 淑숙氣기라,큰 인물이 많이 나니 지령地靈의 맑은 기운이라
人인王왕全전字자 姓성이요 禹우字자昌창字자 일름이다,인人과 왕王의 전全자 성에 우禹자 창昌자 이름이다
稟자品품도 좋거니와 世세德덕인들 埋매沒몰할가,자품도 좋거니와 세덕인들 묻혀질까
栢백軒헌先선生생 文문孝효公공이 所소蒙몽의 名명賢현으로,백헌栢軒선생 문효공은 은혜 입은 명현인데
尙상書서는 中중祖조되고 參참奉봉은 近근代대로다,상서공은 중시조요 참봉공은 근대로다
갓나서 穎영悟오하야 孝효親친이 天천性성이라,갓 나서 영오穎悟하여 효친이 천성이요
能능言언하야 글을배워 小소學학書서를 通통達달할제,능언하여 글을 배워 소학을 통달했네
그家가勢세 도라보니 淸청寒한이 世세業업이라,그 가세 돌아보니 청한함이 대대로다
봄뫼에 우난뀡은 절로죽기 무삼일고,봄들에 우는 꿩은 절로 줍기 웬 일인고
가을밭에 들닌모게 주어오면 親친粮량이다,가을밭에 놓인 이삭 주워오면 양식된다
슬프다 蕫동生생이여 徵증租조索색錢전 어이할고,슬프다 연약한 삶 관가 징세 어찌할꼬
官관令령이 至지嚴엄하야 老로親친을 囚수禁금하내,관가 명령 지엄하여 노친을 수금囚禁하네
奴노僕복도 젼혀없어 自자請청하야 代대囚수하니,노복도 전혀 없어 자청하여 대신하니
그나이 몇이런고 九구歲세童동子자 되였으라,그 나이 몇 이던고 구세 아이 의젓하다
다官관門문을 初초見견커던 撻달楚초는 무삼일고,관가 들기 처음인데 매질은 웬 일인고
至지情정間간 이말듣고 獄옥門문밖에 往왕問문하니,친척들 이 말 듣고 옥문 밖에 찾아오니
눈물흔적 젼혀없고 泰태然연히 笑소語어하니,눈물 흔적 전혀 없고 태연히 말을 하네
孝효子자로다 孝효子자로다 이아이 孝효子자로다,효자로다 효자로다 이 아이는 효자로다
國국穀곡도 重중커니와 大대名명日일을 어이하리,나라 곡식 중하지만 대명절을 어찌하리
初초三삼日일로 다짐하고 獄옥囚수를 放방送송하니,초삼일로 정해 놓고 옥의 죄수 풀었으니
官관門문에 나온後후에 省성親친이 時시急급하야,관문에서 나온 뒤에 부친 뵙기 시급하다
눈좇아 비올적에 날저문데 길이멀다,눈과 비 내리고 해 저물고 길은 먼데
挽만留류하니 아니듣고 사람비러 越월천하네,만류해도 아니 듣고 사람 빌려 시내 건너
二이更경末말 三삼更경初초에 艱간辛신이 到도家가하니,이경 말 삼경 초에 간신히 집에 오니
一일실이 歡환喜희하야 名명日일을 잘쇠겠다,온 집안 기뻐해서 명절은 잘 쇴도다
親친病병을 當당하여서 至지誠성으로 侍시湯탕하니,부친 병 당하여선 지성으로 시탕하고
問문醫의하고 問문藥약할재 感감天천誠성孝효 보아서라,의원 찾아 약 물을 때 감천 성효 보였도다
無무知지한 반딧불은 昏혼夜야에 引인도하고,무지한 반딧불은 어두운 밤 인도하고
鬼귀神신이 傳전한말이 聖성藥약을 쓰라하네,귀신이 알리는 말 성약聖藥 써라 하지마는
病병中중의 適적口구한 것 非비時시라 어이할고,병환 중에 맞는 것은 때 아니니 어찌 할꼬
어름위에 뛰는거북 王왕祥상의 鯉이魚어런가,얼음 위에 뛰는 거북 왕상王祥의 잉어든가
文문魚어문 저가마귀 鳥조中중의 曾증子자로다,문어 문 저 까마귀 새 중에 증자曾子로다
嘗상糞분禱도天천 못다하야 斷단指지用용血혈 하는구나,상분 도천嘗糞禱天 못 다하고 단지斷指 수혈 하였구나
死사病병이 回회春춘하니 孝효感감일시 丁정寧영하다,죽을 병에 회춘하니 효행 감동 분명하다
